identificacion,corte_mes,saldo
JTZWA92S5243CPZDG,2024-07-31,6802720
PQHMTD7TS2Q7AM9C6,2023-02-28,6949086
FGGU9EADWBBLHKHYI,2023-11-30,2319944
C89YVYS8RINE8LHLO,2024-09-30,2272519
XT6P8GPRWDSJSYZKR,2024-07-31,5032714
FDS0N1SJL1R9K1IB4,2024-11-30,2311256
XTUS49QJ4P8A8OCOB,2024-03-31,1791812
D0HW4TD0CUW9XJQPX,2023-10-31,2765290
IGOQX9XYBSRDMOZXT,2023-08-31,6440964
73LDIXZVJOQFRMHNZ,2024-07-31,2485732
BJ37EOP5EGMDLO3MP,2024-09-30,633040
XEVZL0LOYONKMBWZY,2023-09-30,2344399
6T645BU8TYM8VGXKO,2024-09-30,4546342
5P7TLU9HROJCCH8XF,2023-11-30,2584600
869YG73INQB5W1NQT,2024-10-31,2567231
FQJP2PBU50DG45YX3,2023-06-30,4872753
NDN0JWDWD4PJPHKO9,2024-11-30,2840403
V1SRV6QGJWWC8JVW0,2023-11-30,1074894
VEYQK2P1HT4EDEU8Z,2024-08-31,283770
L8NOLOQ0MHSBXLPC8,2024-10-31,6768059
I9WWI0Z0BQBBIKN76,2023-02-28,4286255
Y9LTUSGD9M83VAB0I,2024-03-31,6643654
NYD2J0FAEI05SQVAY,2024-06-30,3944709
7ZQT4ZSYX2JJH3BHK,2024-05-31,2961171
4HER62QO48L3HOLG6,2023-12-31,3740411
PEYORPWSHOAUXOPB8,2024-08-31,5047189
BOWGL6ZFJ8V4E620T,2023-05-31,6968289
6RNZ6V20ZBCHCCIPT,2024-03-31,3079274
OEZ236PKMC6MBM3TB,2024-05-31,1565678
V4LNPTIOKCV53PIHE,2023-10-31,6533606
U5I6FRV4Z2WTHAYXA,2024-03-31,1239850
09SYGN7IXDQV5X9IP,2023-06-30,3397514
VBCVVZPLR5KW0VKDX,2023-11-30,4303101
KVXACS7SB5O59ARQP,2024-06-30,4725305
N28ZTD9G5EYTS9PZY,2024-04-30,6490895
ORSVN3W6R6KI4L6K7,2023-11-30,1651110
2XCK13Y6KY3FTUJ0T,2023-02-28,1387704
9Y4LCJDQLDU43LOK4,2023-02-28,5479661
79KX9A87LHVX4DRM4,2023-03-31,444980
R6XC1HPW2F2OYGFS2,2023-01-31,3047951
D7UUQ6CP4DWYGZF0Z,2023-08-31,1936630
X4YOXMSTBUXXCUOGK,2024-09-30,1352101
5VVHS1PF81H0K03QN,2023-10-31,6114252
KCLWQ204AZ5D2W8QN,2023-11-30,2509239
THJ9OBJH3W6ANRCMS,2023-07-31,1220473
GTLAUQABS3K1IHWCJ,2023-09-30,1312397
0TQ17VI65FDDKT227,2023-09-30,3393072
OBPVWFPY1GIGMACGG,2024-05-31,6798572
VU97XYAGZZS7LOG4E,2023-02-28,6230508
HDTGP1H5F336COXZX,2023-09-30,5413394
MGD1S17DROU71KI80,2023-02-28,3613322
1LFTDYT2H0I9ZG3S8,2024-08-31,5981031
3QWPW0GFU2JIA5UE4,2024-11-30,4376464
FDS0N1SJL1R9K1IB4,2024-02-29,3643400
3PS05CCLIJVJ8J2KT,2024-09-30,1930873
5P7TLU9HROJCCH8XF,2023-06-30,815089
XT6P8GPRWDSJSYZKR,2024-08-31,3828167
XT6P8GPRWDSJSYZKR,2024-03-31,4101457
GTLAUQABS3K1IHWCJ,2024-02-29,6596273
9Y4LCJDQLDU43LOK4,2024-08-31,2293843
KIULTEGOP4LWPVDNF,2023-12-31,1712518
KUD4O3VLEGN7O0D3B,2024-11-30,738080
5SKDNN35BDFYCRZ3T,2023-11-30,11735
IAXUMLO4Y4HXEEHHC,2023-06-30,1327123
9G2XZ3XNAY7J6KTJN,2024-04-30,1854755
4TL0TI5WAALM6P0AH,2024-01-31,5606464
5VVHS1PF81H0K03QN,2023-11-30,6072711
LATSV8PKLN0G0XSCQ,2023-12-31,3904941
7AQPGU50TED28A7G6,2023-04-30,5423164
0TQ17VI65FDDKT227,2023-01-31,3956362
LATSV8PKLN0G0XSCQ,2023-07-31,6060308
H9QCKG6XB01NQCZO9,2023-08-31,2475190
DWJ0GFUKS12L7Y0G9,2024-02-29,2199290
2XCK13Y6KY3FTUJ0T,2024-08-31,4092850
2XCK13Y6KY3FTUJ0T,2024-04-30,5186064
5CS7MKN5CCCZTYEH8,2023-11-30,4954724
VEYQK2P1HT4EDEU8Z,2024-01-31,1829918
6O996AT92IZ9926S5,2023-02-28,4063261
U5I6FRV4Z2WTHAYXA,2024-07-31,5276021
G6R001Q73KLXUDPTV,2024-03-31,2398829
KIULTEGOP4LWPVDNF,2023-05-31,3630216
R6XC1HPW2F2OYGFS2,2023-09-30,4536833
7AQPGU50TED28A7G6,2023-08-31,3854463
THJ9OBJH3W6ANRCMS,2023-10-31,6415332
977FYO2GIYKZOIEB6,2024-01-31,3971447
8JB7CPERPX344FYNY,2024-06-30,4280670
K7OLAZQZTOKBXBQVR,2024-04-30,6981106
BOWGL6ZFJ8V4E620T,2023-03-31,3538424
OCCKGZM8DIZCYX3CJ,2024-07-31,5080935
LMHCV45KAJNLAV6CI,2023-11-30,1833246
BJ37EOP5EGMDLO3MP,2024-03-31,2856339
4TL0TI5WAALM6P0AH,2023-10-31,1310592
LMHCV45KAJNLAV6CI,2024-01-31,373118
3QWPW0GFU2JIA5UE4,2024-09-30,5933590
DLRDFJ40BGVP9H10W,2023-05-31,1531953
WLHSCECOGSRZSUK44,2024-09-30,1309343
OJQZJBSXV2EELB04H,2024-06-30,921860
9DQS2WEXYFKHTNXUB,2024-09-30,4001786
J899WRG0VOOF1WON0,2024-07-31,709611
GTLAUQABS3K1IHWCJ,2023-10-31,3938768
K7OLAZQZTOKBXBQVR,2023-11-30,4923133
7MQU99ZO49YXI2EDE,2023-06-30,839989
MHREEFELDOONUMCHP,2023-01-31,5305022
KIULTEGOP4LWPVDNF,2023-06-30,5992882
NYD2J0FAEI05SQVAY,2024-08-31,5005321
DWJ0GFUKS12L7Y0G9,2024-12-31,1434805
XRD31U4F7GM99U92O,2024-03-31,189136
FBMRRTAV36KC40D1Z,2023-08-31,1204326
BJ37EOP5EGMDLO3MP,2023-11-30,3429355
BJ37EOP5EGMDLO3MP,2024-08-31,2020335
FQJP2PBU50DG45YX3,2024-03-31,2953235
DWJ0GFUKS12L7Y0G9,2024-03-31,2446572
1MFXZRYV4MFOBXIAJ,2023-01-31,4959864
6O996AT92IZ9926S5,2023-09-30,3161183
KVXACS7SB5O59ARQP,2024-10-31,4826795
F5AUCVPQMIXFMLKNY,2023-09-30,369486
7MQU99ZO49YXI2EDE,2024-09-30,139503
OL2AN4Q8PF7T5DNJA,2024-06-30,2142151
OQ5Y6DD3YNNZYDOK7,2023-04-30,4652433
A4JYPUIFCGXQSH8XL,2023-03-31,1822355
BJSA6PK9IP3QNY0GU,2023-06-30,6677554
GFMBMLM8423RIAEDD,2024-10-31,5667775
XEVZL0LOYONKMBWZY,2024-07-31,5406999
XRD31U4F7GM99U92O,2023-11-30,6439221
VIOMZ3660T8XTY6RC,2024-05-31,4029745
1LFTDYT2H0I9ZG3S8,2024-04-30,2230039
BJ37EOP5EGMDLO3MP,2024-02-29,6648809
6RNZ6V20ZBCHCCIPT,2024-01-31,1373662
IC9TR053SOF1562RK,2023-03-31,4104298
IHBDM8XWHP0LUZ7NR,2023-06-30,3613704
I9WWI0Z0BQBBIKN76,2023-06-30,1787333
KIULTEGOP4LWPVDNF,2023-02-28,451962
SSP73CDZATG8LX9V1,2024-10-31,4615890
VU97XYAGZZS7LOG4E,2024-06-30,4971616
5VVHS1PF81H0K03QN,2023-02-28,5589364
IC9TR053SOF1562RK,2023-06-30,4952808
THJ9OBJH3W6ANRCMS,2024-05-31,1212045
MGD1S17DROU71KI80,2024-05-31,3452119
PQHMTD7TS2Q7AM9C6,2023-04-30,1245615
BJSA6PK9IP3QNY0GU,2023-01-31,3879305
7PLLCJPG8BTDR1ND3,2024-03-31,1651167
VEYQK2P1HT4EDEU8Z,2024-10-31,5405662
V1SRV6QGJWWC8JVW0,2024-06-30,4337528
DWJ0GFUKS12L7Y0G9,2023-08-31,2938779
FA2OC6FGIMI4S37PU,2023-12-31,3743922
KLRH1ZESF492S056H,2023-01-31,1322099
IAXUMLO4Y4HXEEHHC,2023-02-28,1730865
IGOQX9XYBSRDMOZXT,2024-01-31,3886835
6N7C2M20A97S9IENG,2024-05-31,5859387
L8NOLOQ0MHSBXLPC8,2024-08-31,1666961
R7Q4Z9AULIORDJQ9D,2024-11-30,6867174
PEYORPWSHOAUXOPB8,2023-06-30,6902433
XRD31U4F7GM99U92O,2023-05-31,845709
KVXACS7SB5O59ARQP,2023-05-31,1822820
5P7TLU9HROJCCH8XF,2023-08-31,2531221
D7UUQ6CP4DWYGZF0Z,2024-09-30,6653023
09SYGN7IXDQV5X9IP,2023-12-31,2317593
N28ZTD9G5EYTS9PZY,2023-11-30,5302365
9F27PNL29KIWUI8V1,2024-03-31,3434369
BJSA6PK9IP3QNY0GU,2024-10-31,5118580
G6R001Q73KLXUDPTV,2023-10-31,1288937
3PS05CCLIJVJ8J2KT,2023-02-28,3231802
Y144TELK1D0Z0KLVV,2024-02-29,3937377
VNTN2FOUQHBSVRLKZ,2024-07-31,4165084
DJXLPRMY5ZZMANLU6,2024-11-30,5087190
VEYQK2P1HT4EDEU8Z,2023-02-28,5023366
U01UYM0KLQO7ZMKXL,2024-06-30,3563739
KLRH1ZESF492S056H,2024-08-31,1958388
73LDIXZVJOQFRMHNZ,2024-04-30,3739887
RVDHIRC8T2IA2OUOW,2023-09-30,2527163
RRS0030J6RHTUQ2RK,2023-01-31,1881650
VBCVVZPLR5KW0VKDX,2024-09-30,4335312
OBPVWFPY1GIGMACGG,2024-03-31,6769956
YVS0D5GU52ULP7YLI,2024-02-29,3774523
ORSVN3W6R6KI4L6K7,2023-01-31,6297425
9IL03MCKH41ZX8EVC,2024-09-30,2260088
KCLWQ204AZ5D2W8QN,2023-03-31,1473931
PSRCQ6DW4S2N7175C,2023-09-30,6797706
XTUS49QJ4P8A8OCOB,2024-01-31,5139209
PSRCQ6DW4S2N7175C,2023-05-31,4202278
51UQ4XPBN39O7QIOO,2024-11-30,3516732
AERG7GPQIBQXOGOHX,2023-04-30,4262110
T16X6RLA2J523LYRZ,2024-09-30,2298253
V2NG3GK779G8J7A0S,2024-09-30,4573696
3PS05CCLIJVJ8J2KT,2023-04-30,6009204
0TTW5R9RRCJ0A9E5F,2024-11-30,2712124
R6XC1HPW2F2OYGFS2,2024-09-30,4173123
UXT0SVW2ICMQTZACJ,2024-03-31,5167316
DLTTACGP89H6U008M,2023-09-30,5246919
FDS0N1SJL1R9K1IB4,2023-03-31,6378550
NDN0JWDWD4PJPHKO9,2024-04-30,216961
9Y4LCJDQLDU43LOK4,2024-11-30,1610552
IC9TR053SOF1562RK,2024-10-31,6738770
5P7TLU9HROJCCH8XF,2023-04-30,6843768
3QWPW0GFU2JIA5UE4,2024-10-31,5655231
V2NG3GK779G8J7A0S,2024-01-31,1545935
9NWFWJ38XN31WBFXG,2024-03-31,5362385
DLRDFJ40BGVP9H10W,2024-12-31,6930096
KUD4O3VLEGN7O0D3B,2023-04-30,594037
SKH4GHZSBWP3QGNNK,2023-04-30,5812870
OQ5Y6DD3YNNZYDOK7,2024-04-30,6799054
Y144TELK1D0Z0KLVV,2024-06-30,5691509
9Y4LCJDQLDU43LOK4,2023-04-30,5027825
OEZ236PKMC6MBM3TB,2023-12-31,5235004
T3ZXYYXXBKASGDXYG,2023-04-30,6048757
OBPVWFPY1GIGMACGG,2023-07-31,5944446
VZPJAHRX89B2CPA40,2023-01-31,5413462
6T645BU8TYM8VGXKO,2024-06-30,2059194
H9QCKG6XB01NQCZO9,2024-09-30,5513287
9DQS2WEXYFKHTNXUB,2024-12-31,1888123
PQHMTD7TS2Q7AM9C6,2024-11-30,2853877
0TQ17VI65FDDKT227,2023-03-31,3194649
K7OLAZQZTOKBXBQVR,2024-02-29,6456134
A4JYPUIFCGXQSH8XL,2024-11-30,6208373
J899WRG0VOOF1WON0,2023-11-30,955256
IHBDM8XWHP0LUZ7NR,2024-03-31,545869
K2DBNBQ09G1QCCD7W,2024-11-30,6114564
RVDHIRC8T2IA2OUOW,2024-06-30,1233757
BUDE132ZGBWCF5SIZ,2024-12-31,374090
E0ZB60NF3G5K4VREU,2024-12-31,6776830
1LFTDYT2H0I9ZG3S8,2024-06-30,2488254
XEVZL0LOYONKMBWZY,2024-03-31,5524680
IAXUMLO4Y4HXEEHHC,2024-11-30,5197272
BOWGL6ZFJ8V4E620T,2024-07-31,750042
A4JYPUIFCGXQSH8XL,2023-04-30,5923085
OCCKGZM8DIZCYX3CJ,2024-01-31,1778749
3PS05CCLIJVJ8J2KT,2024-02-29,6304536
U5I6FRV4Z2WTHAYXA,2024-06-30,4800379
9NWFWJ38XN31WBFXG,2023-03-31,5841565
SUK8675QWKY38XUZB,2024-11-30,2161495
Y9LTUSGD9M83VAB0I,2023-04-30,4803162
4M67RWDJ0PY180OMY,2024-08-31,1706597
UOHQ6DHPAN7V486JH,2023-09-30,1422955
5VVHS1PF81H0K03QN,2023-04-30,2770155
7PLLCJPG8BTDR1ND3,2024-04-30,4359290
KXDUI2BQC1ZQ25O4C,2023-05-31,1776371
QNCADSU9WB6X6JEXE,2024-06-30,5241490
Y144TELK1D0Z0KLVV,2023-07-31,1370956
UP8K03IYUM8HZ8NLC,2023-02-28,43301
T3ZXYYXXBKASGDXYG,2023-05-31,3241723
YVS0D5GU52ULP7YLI,2024-10-31,6666275
977FYO2GIYKZOIEB6,2024-12-31,3162198
RRS0030J6RHTUQ2RK,2024-12-31,4600125
5P7TLU9HROJCCH8XF,2024-01-31,3354609
F5AUCVPQMIXFMLKNY,2024-05-31,3103135
T3ZXYYXXBKASGDXYG,2024-01-31,3475386
5VVHS1PF81H0K03QN,2024-12-31,2392947
JTZWA92S5243CPZDG,2024-06-30,5316660
Z8WH1L99SI8KI6NIV,2024-08-31,5298650
KXDUI2BQC1ZQ25O4C,2023-01-31,4759435
XEVZL0LOYONKMBWZY,2024-08-31,1564133
VBCVVZPLR5KW0VKDX,2023-01-31,6930655
FGGU9EADWBBLHKHYI,2023-08-31,1383528
UOHQ6DHPAN7V486JH,2024-05-31,6233251
XT6P8GPRWDSJSYZKR,2024-09-30,3247685
9DQS2WEXYFKHTNXUB,2024-03-31,379074
IGOQX9XYBSRDMOZXT,2023-02-28,6517036
IGOQX9XYBSRDMOZXT,2024-09-30,1314066
WLHSCECOGSRZSUK44,2024-04-30,4939334
869YG73INQB5W1NQT,2023-10-31,6963682
A4LKAXWACFA995KE1,2023-06-30,3388600
L8NOLOQ0MHSBXLPC8,2023-03-31,242265
L8NOLOQ0MHSBXLPC8,2024-02-29,2612741
FGGU9EADWBBLHKHYI,2024-11-30,3260665
C89YVYS8RINE8LHLO,2023-10-31,3922407
4TL0TI5WAALM6P0AH,2024-11-30,5767658
VHX791SAUG7W7R63P,2023-02-28,2343675
OQ5Y6DD3YNNZYDOK7,2023-02-28,118301
VHX791SAUG7W7R63P,2023-11-30,2634118
VU97XYAGZZS7LOG4E,2024-01-31,4922238
KUD4O3VLEGN7O0D3B,2024-09-30,115445
MHREEFELDOONUMCHP,2023-05-31,1260586
869YG73INQB5W1NQT,2024-01-31,3447310
4M67RWDJ0PY180OMY,2024-06-30,6958942
4GM0V34SHZCQY338K,2024-04-30,1682170
83Y10YDW1OI06N9ZM,2023-11-30,5433400
LMHCV45KAJNLAV6CI,2024-03-31,1601796
QNCADSU9WB6X6JEXE,2023-01-31,172357
6RNZ6V20ZBCHCCIPT,2024-02-29,3495590
OL2AN4Q8PF7T5DNJA,2024-01-31,1850697
FXIQJ8T0RNKU5YYZL,2023-11-30,921611
AXH5M6W00RW6A1MRV,2023-10-31,3343407
FGGU9EADWBBLHKHYI,2024-04-30,5285306
F5AUCVPQMIXFMLKNY,2024-03-31,2450139
XEVZL0LOYONKMBWZY,2024-02-29,6256772
DWJ0GFUKS12L7Y0G9,2024-10-31,4574007
IGOQX9XYBSRDMOZXT,2024-08-31,5918032
RVDHIRC8T2IA2OUOW,2023-02-28,1470837
63FO2A0KBYVLDNRAA,2023-10-31,4319036
PQHMTD7TS2Q7AM9C6,2023-08-31,5391831
K4BAGGWMVBZXC8Z0R,2023-04-30,3033568
AIQASN1W6XH7O9AI8,2023-05-31,2632263
ITDKGZGY3D1CQ22P4,2024-01-31,1651353
U01UYM0KLQO7ZMKXL,2024-02-29,971965
5P7TLU9HROJCCH8XF,2023-07-31,2507895
PEYORPWSHOAUXOPB8,2023-07-31,1778384
KIULTEGOP4LWPVDNF,2023-11-30,4973961
FQJP2PBU50DG45YX3,2023-05-31,3505743
GFMBMLM8423RIAEDD,2023-08-31,3350211
5P7TLU9HROJCCH8XF,2023-09-30,5355918
4TL0TI5WAALM6P0AH,2024-05-31,4057171
N28ZTD9G5EYTS9PZY,2024-06-30,2940252
9NWFWJ38XN31WBFXG,2024-12-31,6006638
A4LKAXWACFA995KE1,2024-02-29,6596400
FDS0N1SJL1R9K1IB4,2023-09-30,947381
2XCK13Y6KY3FTUJ0T,2023-01-31,3651314
K4BAGGWMVBZXC8Z0R,2023-02-28,5592050
D0HW4TD0CUW9XJQPX,2024-01-31,158173
9Y4LCJDQLDU43LOK4,2024-12-31,1666816
OEZ236PKMC6MBM3TB,2024-08-31,3334189
KXDUI2BQC1ZQ25O4C,2024-10-31,5167695
VHX791SAUG7W7R63P,2024-01-31,6487086
I9WWI0Z0BQBBIKN76,2024-10-31,516418
AERG7GPQIBQXOGOHX,2023-06-30,2044611
869YG73INQB5W1NQT,2024-06-30,2778233
977FYO2GIYKZOIEB6,2024-06-30,928774
5VVHS1PF81H0K03QN,2023-12-31,4137673
THJ9OBJH3W6ANRCMS,2024-11-30,4204903
FQJP2PBU50DG45YX3,2024-08-31,1574412
V4LNPTIOKCV53PIHE,2024-08-31,6715401
AIQASN1W6XH7O9AI8,2024-11-30,1822379
UXT0SVW2ICMQTZACJ,2023-10-31,5416578
F5AUCVPQMIXFMLKNY,2023-12-31,6668906
UXT0SVW2ICMQTZACJ,2024-05-31,411929
KCLWQ204AZ5D2W8QN,2023-04-30,6695401
MUIZHHC8NUPU3856X,2023-01-31,4220810
THJ9OBJH3W6ANRCMS,2023-06-30,3443949
NYD2J0FAEI05SQVAY,2023-09-30,5538396
BJSA6PK9IP3QNY0GU,2024-09-30,6227884
SSP73CDZATG8LX9V1,2024-01-31,230575
U5I6FRV4Z2WTHAYXA,2023-03-31,4276980
73LDIXZVJOQFRMHNZ,2024-08-31,278287
869YG73INQB5W1NQT,2024-09-30,1425847
7PLLCJPG8BTDR1ND3,2024-08-31,649511
VNTN2FOUQHBSVRLKZ,2023-03-31,2012172
XEVZL0LOYONKMBWZY,2024-09-30,6061391
E0ZB60NF3G5K4VREU,2023-04-30,5243771
7PLLCJPG8BTDR1ND3,2023-11-30,4506208
KUD4O3VLEGN7O0D3B,2024-02-29,4513234
3PS05CCLIJVJ8J2KT,2024-01-31,4463906
0TQ17VI65FDDKT227,2024-11-30,392079
83Y10YDW1OI06N9ZM,2024-07-31,474060
ITDKGZGY3D1CQ22P4,2023-05-31,2320097
UP8K03IYUM8HZ8NLC,2024-11-30,6827531
ZBRHGSC2D0501QLTX,2023-01-31,6886340
A4LKAXWACFA995KE1,2024-01-31,1245170
T16X6RLA2J523LYRZ,2023-09-30,6952204
GFMBMLM8423RIAEDD,2023-04-30,282529
BJSA6PK9IP3QNY0GU,2023-07-31,1123659
U01UYM0KLQO7ZMKXL,2024-09-30,5579274
LATSV8PKLN0G0XSCQ,2023-04-30,6331957
Z4HM8TL716AK8U17L,2023-08-31,1341349
V1SRV6QGJWWC8JVW0,2023-10-31,6722472
6T645BU8TYM8VGXKO,2024-02-29,6809520
OL2AN4Q8PF7T5DNJA,2023-03-31,4586677
C89YVYS8RINE8LHLO,2023-11-30,3075996
PQHMTD7TS2Q7AM9C6,2024-08-31,202236
BQLAQGMLUN5Y6VU3U,2024-08-31,124114
1LFTDYT2H0I9ZG3S8,2023-11-30,2800509
Z8WH1L99SI8KI6NIV,2023-01-31,1121039
KIULTEGOP4LWPVDNF,2023-08-31,3408909
63FO2A0KBYVLDNRAA,2024-03-31,3770959
IAXUMLO4Y4HXEEHHC,2024-12-31,1387286
15J0ZCH8C1O665RTF,2023-10-31,1999493
XRD31U4F7GM99U92O,2024-09-30,5512412
KCLWQ204AZ5D2W8QN,2023-08-31,3107088
4HER62QO48L3HOLG6,2024-01-31,6092432
UP8K03IYUM8HZ8NLC,2023-07-31,1867319
E0ZB60NF3G5K4VREU,2023-09-30,819708
WI9LBMXJ0YIBEJ357,2023-11-30,6287204
PEYORPWSHOAUXOPB8,2024-03-31,5790773
7MQU99ZO49YXI2EDE,2024-12-31,2286475
15J0ZCH8C1O665RTF,2023-05-31,4452426
MGD1S17DROU71KI80,2023-08-31,5055251
K7OLAZQZTOKBXBQVR,2023-03-31,4235338
73LDIXZVJOQFRMHNZ,2023-04-30,497971
U5I6FRV4Z2WTHAYXA,2024-02-29,537300
JTZWA92S5243CPZDG,2024-09-30,2859982
63FO2A0KBYVLDNRAA,2024-09-30,3479917
6T645BU8TYM8VGXKO,2023-06-30,5388398
5SKDNN35BDFYCRZ3T,2024-09-30,5700687
UXT0SVW2ICMQTZACJ,2023-04-30,5152016
4HER62QO48L3HOLG6,2024-09-30,6688536
L8NOLOQ0MHSBXLPC8,2023-04-30,605960
LMHCV45KAJNLAV6CI,2024-06-30,3574443
375WULANW2HVOVK5J,2023-08-31,6311234
C89YVYS8RINE8LHLO,2024-10-31,5265086
51UQ4XPBN39O7QIOO,2023-12-31,4569395
XTUS49QJ4P8A8OCOB,2024-09-30,5777981
R7Q4Z9AULIORDJQ9D,2023-05-31,820792
PSRCQ6DW4S2N7175C,2024-11-30,1226121
1MFXZRYV4MFOBXIAJ,2023-12-31,6856607
LATSV8PKLN0G0XSCQ,2023-11-30,802787
KVXACS7SB5O59ARQP,2024-04-30,3371026
UP8K03IYUM8HZ8NLC,2024-04-30,3228201
T3ZXYYXXBKASGDXYG,2024-05-31,5709486
7AQPGU50TED28A7G6,2023-03-31,3170556
OJQZJBSXV2EELB04H,2023-05-31,6428736
ITDKGZGY3D1CQ22P4,2024-04-30,4232659
3QWPW0GFU2JIA5UE4,2024-05-31,2531372
PSRCQ6DW4S2N7175C,2023-01-31,3174498
15J0ZCH8C1O665RTF,2024-05-31,2554750
7MQU99ZO49YXI2EDE,2024-04-30,6719556
SSP73CDZATG8LX9V1,2023-01-31,1279937
4M67RWDJ0PY180OMY,2023-10-31,3536977
A4JYPUIFCGXQSH8XL,2023-10-31,1067286
E0P3U76BSR8JVOEAS,2023-05-31,2812925
VU97XYAGZZS7LOG4E,2024-10-31,4505349
5P7TLU9HROJCCH8XF,2024-08-31,6791139
JTZWA92S5243CPZDG,2024-04-30,1984287
XEVZL0LOYONKMBWZY,2023-11-30,4552339
VIOMZ3660T8XTY6RC,2024-12-31,6649579
FBMRRTAV36KC40D1Z,2023-05-31,6511094
9DQS2WEXYFKHTNXUB,2023-02-28,5749400
BJ37EOP5EGMDLO3MP,2024-07-31,2885056
BJSA6PK9IP3QNY0GU,2023-03-31,6415311
BOWGL6ZFJ8V4E620T,2023-10-31,1369051
VBCVVZPLR5KW0VKDX,2024-07-31,4021868
VZPJAHRX89B2CPA40,2023-06-30,2171267
Y144TELK1D0Z0KLVV,2024-07-31,6576609
KCLWQ204AZ5D2W8QN,2023-06-30,4612515
IC9TR053SOF1562RK,2023-02-28,1534603
VZPJAHRX89B2CPA40,2023-10-31,740720
KLRH1ZESF492S056H,2024-02-29,4128904
ZBRHGSC2D0501QLTX,2024-10-31,1404517
375WULANW2HVOVK5J,2024-02-29,175005
15J0ZCH8C1O665RTF,2024-06-30,6954727
XT6P8GPRWDSJSYZKR,2024-02-29,3455565
1MFXZRYV4MFOBXIAJ,2024-01-31,3369273
VNTN2FOUQHBSVRLKZ,2024-01-31,2506489
RVDHIRC8T2IA2OUOW,2023-10-31,2167685
A4LKAXWACFA995KE1,2024-08-31,771235
VU97XYAGZZS7LOG4E,2024-05-31,4067014
9IL03MCKH41ZX8EVC,2023-05-31,2721365
73LDIXZVJOQFRMHNZ,2024-05-31,1131411
0TTW5R9RRCJ0A9E5F,2023-06-30,6206776
1LFTDYT2H0I9ZG3S8,2024-03-31,6549020
NDN0JWDWD4PJPHKO9,2023-02-28,4201647
09SYGN7IXDQV5X9IP,2024-06-30,351804
YVS0D5GU52ULP7YLI,2023-08-31,260530
T3ZXYYXXBKASGDXYG,2023-12-31,3891724
6O996AT92IZ9926S5,2023-12-31,3251282
K4BAGGWMVBZXC8Z0R,2024-01-31,869072
KUD4O3VLEGN7O0D3B,2023-03-31,1932124
U01UYM0KLQO7ZMKXL,2024-11-30,1232541
V2NG3GK779G8J7A0S,2024-05-31,3291499
7ZQT4ZSYX2JJH3BHK,2024-02-29,3668497
D7UUQ6CP4DWYGZF0Z,2023-09-30,5361979
0TQ17VI65FDDKT227,2024-01-31,1876086
FQJP2PBU50DG45YX3,2024-04-30,6338727
H9QCKG6XB01NQCZO9,2024-03-31,2845859
ORSVN3W6R6KI4L6K7,2023-10-31,4691787
THJ9OBJH3W6ANRCMS,2024-08-31,1822040
3PS05CCLIJVJ8J2KT,2024-11-30,5407970
WLHSCECOGSRZSUK44,2024-10-31,1747233
2XCK13Y6KY3FTUJ0T,2023-05-31,1763928
OJQZJBSXV2EELB04H,2024-03-31,3415823
IAXUMLO4Y4HXEEHHC,2023-03-31,5098784
MHREEFELDOONUMCHP,2024-07-31,4452883
8JB7CPERPX344FYNY,2024-11-30,5227763
T16X6RLA2J523LYRZ,2023-03-31,408046
YVS0D5GU52ULP7YLI,2023-10-31,5547779
7ZQT4ZSYX2JJH3BHK,2023-02-28,5831393
VHX791SAUG7W7R63P,2023-03-31,4454686
GTLAUQABS3K1IHWCJ,2023-04-30,3416923
MGD1S17DROU71KI80,2023-05-31,5402493
375WULANW2HVOVK5J,2024-05-31,5847652
VNTN2FOUQHBSVRLKZ,2024-03-31,5817860
N28ZTD9G5EYTS9PZY,2023-04-30,2118268
1MFXZRYV4MFOBXIAJ,2023-03-31,234833
VEYQK2P1HT4EDEU8Z,2023-11-30,2004950
9Y4LCJDQLDU43LOK4,2024-01-31,5073496
OL2AN4Q8PF7T5DNJA,2024-08-31,2825890
OL2AN4Q8PF7T5DNJA,2023-05-31,2685136
F5AUCVPQMIXFMLKNY,2024-06-30,5829890
OJQZJBSXV2EELB04H,2024-10-31,6205744
OCCKGZM8DIZCYX3CJ,2024-09-30,2441599
K4BAGGWMVBZXC8Z0R,2023-08-31,1059828
Z4HM8TL716AK8U17L,2024-03-31,718323
0TQ17VI65FDDKT227,2024-02-29,1753174
T3ZXYYXXBKASGDXYG,2023-11-30,5778469
09SYGN7IXDQV5X9IP,2023-10-31,5860136
VBCVVZPLR5KW0VKDX,2023-10-31,2251101
Z4HM8TL716AK8U17L,2023-05-31,2513654
UXT0SVW2ICMQTZACJ,2024-09-30,3619247
977FYO2GIYKZOIEB6,2023-04-30,4243855
Z4HM8TL716AK8U17L,2023-07-31,4444169
VBCVVZPLR5KW0VKDX,2023-09-30,5434636
FDS0N1SJL1R9K1IB4,2024-07-31,3095377
D7UUQ6CP4DWYGZF0Z,2023-07-31,4253362
XRD31U4F7GM99U92O,2024-06-30,5538926
THJ9OBJH3W6ANRCMS,2023-01-31,1597734
KUD4O3VLEGN7O0D3B,2023-12-31,822176
V4LNPTIOKCV53PIHE,2023-02-28,4263736
15J0ZCH8C1O665RTF,2024-01-31,5784104
6RNZ6V20ZBCHCCIPT,2023-06-30,1981339
